CASE_ID,CASE_CATEGORY,MISSION_TYPE,PAYLOAD_KG,RANGE_KM,ENDURANCE_MIN,CRUISE_SPEED_KMH,HOVER_REQUIRED,VTOL_REQUIRED,RUNWAY_AVAILABLE,CONFINED_OPERATION,ENVIRONMENT,OPTIMIZATION_PRIORITY,EXPECTED_FAMILY,RAW_SELECTOR_OUTPUT,NORMALIZED_FAMILY_OUTPUT,SELECTED_SCORE,CONFIDENCE,ALTERNATIVE_CANDIDATES,REASONING_PROS,PENALTIES_CONS,VALIDATION_RESULT,FINAL_TEST_CLASSIFICATION,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_MR_001,DETERMINISTIC,INSPECTION,0.1,1.0,10.0,40.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_FW_012,DETERMINISTIC,MAPPING,5.0,120.0,120.0,91.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_013,DETERMINISTIC,AGRICULTURE,7.5,150.0,150.0,92.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_014,DETERMINISTIC,MILITARY,10.0,150.0,150.0,93.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_015,DETERMINISTIC,RESEARCH,0.5,200.0,150.0,94.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_016,DETERMINISTIC,SURVEY,1.0,200.0,180.0,95.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_017,DETERMINISTIC,MAPPING,2.0,30.0,180.0,96.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_018,DETERMINISTIC,AGRICULTURE,3.0,30.0,180.0,97.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_019,DETERMINISTIC,MILITARY,5.0,45.0,240.0,98.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_020,DETERMINISTIC,RESEARCH,7.5,45.0,240.0,99.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_021,DETERMINISTIC,SURVEY,10.0,60.0,240.0,100.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_022,DETERMINISTIC,MAPPING,0.5,60.0,45.0,101.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_023,DETERMINISTIC,AGRICULTURE,1.0,80.0,45.0,102.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_024,DETERMINISTIC,MILITARY,2.0,80.0,45.0,103.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_025,DETERMINISTIC,RESEARCH,3.0,100.0,60.0,104.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_026,DETERMINISTIC,SURVEY,5.0,100.0,60.0,105.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_027,DETERMINISTIC,MAPPING,7.5,120.0,60.0,106.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_028,DETERMINISTIC,AGRICULTURE,10.0,120.0,90.0,107.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_029,DETERMINISTIC,MILITARY,0.5,150.0,90.0,108.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_030,DETERMINISTIC,RESEARCH,1.0,150.0,90.0,109.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_031,DETERMINISTIC,SURVEY,2.0,200.0,120.0,110.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_032,DETERMINISTIC,MAPPING,3.0,200.0,120.0,111.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_033,DETERMINISTIC,AGRICULTURE,5.0,30.0,120.0,112.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_034,DETERMINISTIC,MILITARY,7.5,30.0,150.0,113.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.05,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_035,DETERMINISTIC,RESEARCH,10.0,45.0,150.0,114.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_036,DETERMINISTIC,SURVEY,0.5,45.0,150.0,115.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_037,DETERMINISTIC,MAPPING,1.0,60.0,180.0,116.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_038,DETERMINISTIC,AGRICULTURE,2.0,60.0,180.0,117.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_039,DETERMINISTIC,MILITARY,3.0,80.0,180.0,118.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_040,DETERMINISTIC,RESEARCH,5.0,80.0,240.0,119.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_041,DETERMINISTIC,SURVEY,7.5,100.0,240.0,80.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_042,DETERMINISTIC,MAPPING,10.0,100.0,240.0,81.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_043,DETERMINISTIC,AGRICULTURE,0.5,120.0,45.0,82.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_044,DETERMINISTIC,MILITARY,1.0,120.0,45.0,83.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_045,DETERMINISTIC,RESEARCH,2.0,150.0,45.0,84.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_046,DETERMINISTIC,SURVEY,3.0,150.0,60.0,85.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_047,DETERMINISTIC,MAPPING,5.0,200.0,60.0,86.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_048,DETERMINISTIC,AGRICULTURE,7.5,200.0,60.0,87.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_049,DETERMINISTIC,MILITARY,10.0,30.0,90.0,88.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.05,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_050,DETERMINISTIC,RESEARCH,0.5,30.0,90.0,89.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_051,DETERMINISTIC,SURVEY,1.0,45.0,90.0,90.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_052,DETERMINISTIC,MAPPING,2.0,45.0,120.0,91.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_053,DETERMINISTIC,AGRICULTURE,3.0,60.0,120.0,92.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_054,DETERMINISTIC,MILITARY,5.0,60.0,120.0,93.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_055,DETERMINISTIC,RESEARCH,7.5,80.0,150.0,94.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_056,DETERMINISTIC,SURVEY,10.0,80.0,150.0,95.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_057,DETERMINISTIC,MAPPING,0.5,100.0,150.0,96.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_058,DETERMINISTIC,AGRICULTURE,1.0,100.0,180.0,97.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_059,DETERMINISTIC,MILITARY,2.0,120.0,180.0,98.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_060,DETERMINISTIC,RESEARCH,3.0,120.0,180.0,99.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_061,DETERMINISTIC,SURVEY,5.0,150.0,240.0,100.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_062,DETERMINISTIC,MAPPING,7.5,150.0,240.0,101.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_063,DETERMINISTIC,AGRICULTURE,10.0,200.0,240.0,102.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_064,DETERMINISTIC,MILITARY,0.5,200.0,45.0,103.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_065,DETERMINISTIC,RESEARCH,1.0,30.0,45.0,104.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,HEXACOPTER:0.8; VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_066,DETERMINISTIC,SURVEY,2.0,30.0,45.0,105.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,HEXACOPTER:0.9; VTOL:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
