case_id,case_category,mission_type,payload_kg,range_km,endurance_min,cruise_speed_kmh,hover_required,vtol_required,runway_available,confined_operation,environment,expected_family,old_raw_output,old_normalized_family,new_status,new_selected_family,MULTIROTOR_score,FIXED_WING_score,VTOL_score,eligible_families,eliminated_families,confidence,reasoning,automatic_result,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_FW_045,DETERMINISTIC,RESEARCH,2.0,150.0,45.0,84.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km).,PASS,,,,
CASE_FW_046,DETERMINISTIC,SURVEY,3.0,150.0,60.0,85.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_047,DETERMINISTIC,MAPPING,5.0,200.0,60.0,86.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_048,DETERMINISTIC,AGRICULTURE,7.5,200.0,60.0,87.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_049,DETERMINISTIC,MILITARY,10.0,30.0,90.0,88.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.3,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_050,DETERMINISTIC,RESEARCH,0.5,30.0,90.0,89.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.3,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_051,DETERMINISTIC,SURVEY,1.0,45.0,90.0,90.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_052,DETERMINISTIC,MAPPING,2.0,45.0,120.0,91.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_053,DETERMINISTIC,AGRICULTURE,3.0,60.0,120.0,92.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_054,DETERMINISTIC,MILITARY,5.0,60.0,120.0,93.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_055,DETERMINISTIC,RESEARCH,7.5,80.0,150.0,94.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_056,DETERMINISTIC,SURVEY,10.0,80.0,150.0,95.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_057,DETERMINISTIC,MAPPING,0.5,100.0,150.0,96.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_058,DETERMINISTIC,AGRICULTURE,1.0,100.0,180.0,97.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_059,DETERMINISTIC,MILITARY,2.0,120.0,180.0,98.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_060,DETERMINISTIC,RESEARCH,3.0,120.0,180.0,99.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_061,DETERMINISTIC,SURVEY,5.0,150.0,240.0,100.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_062,DETERMINISTIC,MAPPING,7.5,150.0,240.0,101.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_063,DETERMINISTIC,AGRICULTURE,10.0,200.0,240.0,102.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_064,DETERMINISTIC,MILITARY,0.5,200.0,45.0,103.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km).,PASS,,,,
CASE_FW_065,DETERMINISTIC,RESEARCH,1.0,30.0,45.0,104.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.6,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km).,PASS,,,,
CASE_FW_066,DETERMINISTIC,SURVEY,2.0,30.0,45.0,105.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.6,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km).,PASS,,,,
CASE_FW_067,DETERMINISTIC,MAPPING,3.0,45.0,60.0,106.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_068,DETERMINISTIC,AGRICULTURE,5.0,45.0,60.0,107.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_069,DETERMINISTIC,MILITARY,7.5,60.0,60.0,108.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_070,DETERMINISTIC,RESEARCH,10.0,60.0,90.0,109.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_071,DETERMINISTIC,SURVEY,0.5,80.0,90.0,110.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_072,DETERMINISTIC,MAPPING,1.0,80.0,90.0,111.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_073,DETERMINISTIC,AGRICULTURE,2.0,100.0,120.0,112.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_074,DETERMINISTIC,MILITARY,3.0,100.0,120.0,113.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_075,DETERMINISTIC,RESEARCH,5.0,120.0,120.0,114.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_076,DETERMINISTIC,SURVEY,7.5,120.0,150.0,115.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_077,DETERMINISTIC,MAPPING,10.0,150.0,150.0,116.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_078,DETERMINISTIC,AGRICULTURE,0.5,150.0,150.0,117.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_079,DETERMINISTIC,MILITARY,1.0,200.0,180.0,118.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_080,DETERMINISTIC,RESEARCH,2.0,200.0,180.0,119.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_081,DETERMINISTIC,SURVEY,3.0,30.0,180.0,80.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.3,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_082,DETERMINISTIC,MAPPING,5.0,30.0,240.0,81.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.3,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_083,DETERMINISTIC,AGRICULTURE,7.5,45.0,240.0,82.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_084,DETERMINISTIC,MILITARY,10.0,45.0,240.0,83.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_085,DETERMINISTIC,RESEARCH,0.5,60.0,45.0,84.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.4,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km).,PASS,,,,
CASE_FW_086,DETERMINISTIC,SURVEY,1.0,60.0,45.0,85.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.4,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km).,PASS,,,,
CASE_FW_087,DETERMINISTIC,MAPPING,2.0,80.0,45.0,86.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.4,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km).,PASS,,,,
CASE_FW_088,DETERMINISTIC,AGRICULTURE,3.0,80.0,60.0,87.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_089,DETERMINISTIC,MILITARY,5.0,100.0,60.0,88.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_090,DETERMINISTIC,RESEARCH,7.5,100.0,60.0,89.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.1,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_091,DETERMINISTIC,SURVEY,10.0,120.0,90.0,90.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_092,DETERMINISTIC,MAPPING,0.5,120.0,90.0,91.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_093,DETERMINISTIC,AGRICULTURE,1.0,150.0,90.0,92.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_094,DETERMINISTIC,MILITARY,2.0,150.0,120.0,93.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_095,DETERMINISTIC,RESEARCH,3.0,200.0,120.0,94.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_096,DETERMINISTIC,SURVEY,5.0,200.0,120.0,95.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.0,1.0,0.8,FIXED_WING; VTOL,MULTIROTOR:Multirotor aerodynamic drag severely limits operational range beyond 100 km.,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_097,DETERMINISTIC,MAPPING,7.5,30.0,150.0,96.0,False,False,True,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.3,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
CASE_FW_098,DETERMINISTIC,AGRICULTURE,10.0,30.0,150.0,97.0,False,False,False,False,RURAL,FIXED_WING,FIXED_WING,FIXED_WING,SELECTED,FIXED_WING,0.3,1.0,0.8,FIXED_WING; MULTIROTOR; VTOL,,0.9,High aerodynamic lift-to-drag efficiency | Exceptional range capability | High cruise endurance | Wing-borne aerodynamic flight highly efficient for non-vertical launch. | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,PASS,,,,
